payroll_employment_fte,payroll_employment_contract,payroll_employment_weeklyHours,id,address_siteState,work_site,work_startDate,work_tenureYears,work_isManager,work_yearsOfService,internal_status,active,fullName,displayName,work_department,eeo_ethnicity,employee_jobLevelId,personal_age,personal_birthDate,personal_nationality,home_legalGender,personal_pronouns,about_superpowers,about_hobbies,home_numberofkids,work_title,about_foodPreferences,internal_probationEndDate,internal_terminationReason,internal_terminationDate,internal_terminationType,humanReadable_payroll_timeSinceLastSalaryChange,timeOffRequest_type,timeOffBalance_totalTaken,peopleanalytics_teamsizeriskindicator,peopleanalytics_numwithsametitleriskindicator,peopleanalytics_yearswithrecentsalaryriskindicator,peopleanalytics_yearswithcurrenttitleriskindicator,peopleanalytics_kidsriskindicator,peopleanalytics_timeofffrequencyriskindicator,peopleanalytics_tenurerankriskindicator,peopleanalytics_ismanagerriskindicator,peopleanalytics_numofdirectreportsriskindicator,peopleanalytics_teamrecentturnoverriskindicator,peopleanalytics_ageriskindicator,peopleanalytics_recentmanagerchangeriskindicator,peopleanalytics_managertenureriskindicator,peopleanalytics_lowriskcounter,peopleanalytics_someriskcounter,peopleanalytics_atriskcounter,payroll_salary_monthlyPayment,payroll_salary_yearlyPayment,financial_bankName,payroll_salary_payFrequency,employeeNumber,Bonus_amount_value,variable_Bonus_amount,Commission_amount_value,executiveBonus_amount_value,lunchVouchers_amount_value,cycleToWork_amount_value,childcareVouchers_amount_value,deduction_seasonTicketLoans_amount,deduction_companyCar_amount,work_manager
1.0,Full-Time,47.46444866789423,3322661904643523584,Karnataka,Bengaluru,2019-02-02,6,False,6,Active,True,Joy may Marie,Joy8 Marie8,Finance & Admin,White,L2,27,1997-07-06,USA,Male,He/Him,"coffee, fitness, cooking","pilates,yoga,craft beer",2.0,Tax Consultant,Any,2019-08-03,Unknown,,,0.0,Sick Leave,46.0,10.0,10.0,10.0,10.0,100.0,100.0,10.0,50.0,10.0,100.0,100.0,50.0,50.0,6.0,3.0,4.0,31000,372000,HSBC,monthly,EMP1305,31000.0,37200.0,0.0,0.0,1200.0,600.0,4000.0,0.0,0.0,Oswald Cobblepot
1.0,Full-Time,34.05802205092609,3322665957289100288,Karnataka,Bengaluru,2024-04-25,0,False,2,Active,True,Rmy Test Kaur,Rmy Test Kaur,Finance & Admin,White,L3,24,2000-10-24,Canada,Male,He/Him,"fitness, coffee, football",,0.0,Financial Analyst,Any,2024-10-24,Unknown,,,0.0,Paid Leave,34.0,10.0,10.0,10.0,10.0,10.0,50.0,100.0,50.0,10.0,100.0,100.0,50.0,50.0,6.0,4.0,3.0,16500,198000,Standard Chartered,monthly,EMP8311,16500.0,19800.0,0.0,0.0,1200.0,600.0,0.0,1000.0,0.0,Victor Fries
1.0,Full-Time,34.288910583803315,3322667730498225152,Karnataka,Bengaluru,2024-03-13,1,True,8,Active,True,root test1 test,root test1 test,IT,White,L6,32,1992-07-25,USA,Female,She/Her,"sports entertainment, cooking, blogging",,1.0,Senior IT Manager,Any,2024-09-11,Unknown,,,1.0,Paid Leave,34.0,50.0,10.0,50.0,50.0,50.0,50.0,100.0,10.0,50.0,100.0,50.0,50.0,50.0,2.0,9.0,2.0,37500,450000,Standard Chartered,monthly,EMP656,37500.0,45000.0,18000.0,27000.0,1200.0,600.0,2000.0,0.0,0.0,Hal Jordan
1.0,Full-Time,37.127923589286134,3322670505223258112,Haryana,Gurgaon,2019-02-02,6,False,7,Active,True,Ammy Brown,Ammy Brown,IT,White,L1,28,1996-03-18,UK,Male,He/Him,"theatres and movies, travelling",,0.0,IT Support,Any,2019-08-03,Unknown,,,0.0,Sick Leave,49.0,50.0,100.0,10.0,10.0,10.0,100.0,10.0,50.0,50.0,100.0,100.0,50.0,50.0,4.0,5.0,4.0,30500,366000,HSBC,monthly,EMP5122,30500.0,36600.0,0.0,0.0,1200.0,0.0,0.0,0.0,3000.0,Hal Jordan
1.0,Full-Time,34.18360307105617,3322677266441306112,Karnataka,Bengaluru,2024-04-25,0,False,6,Active,True,Rmy Test Kaur,Rmy Test Kaur,Finance & Admin,White,L1,27,1997-07-17,Canada,Female,She/Her,"coffee, fitness, cooking",,2.0,Accounts Associate,Any,2024-10-24,Unknown,,,0.0,Sick Leave,43.0,10.0,50.0,10.0,10.0,100.0,100.0,100.0,50.0,10.0,100.0,100.0,50.0,50.0,4.0,4.0,5.0,19500,234000,Standard Chartered,monthly,EMP5012,19500.0,23400.0,0.0,0.0,1200.0,0.0,4000.0,1000.0,3000.0,Oswald Cobblepot
1.0,Full-Time,31.467812441442586,3322698881745027072,Karnataka,Bengaluru,2024-01-12,1,False,1,Active,True,aqu t,aqu t,Marketing,White,L1,25,1999-07-04,USA,Female,She/Her,"theatres and movies, travelling",,0.0,Social Media Coordinator,Any,2024-07-12,Unknown,,,1.0,Paid Leave,36.0,50.0,50.0,50.0,50.0,10.0,50.0,100.0,50.0,50.0,100.0,100.0,50.0,50.0,1.0,9.0,3.0,11000,132000,Standard Chartered,monthly,EMP9865,11000.0,10560.0,2640.0,0.0,1200.0,0.0,0.0,0.0,3000.0,Pamela Isley
1.0,Full-Time,31.571391661502755,3322699251783303168,Karnataka,Bengaluru,2024-01-12,1,False,9,Active,True,aqu t,aqu t,Customer Service,African American,L1,32,1992-04-17,USA,Male,He/Him,"coffee, fitness, cooking",,1.0,Customer Service Associate,Any,2024-07-12,Unknown,,,1.0,Paid Leave,29.0,50.0,50.0,50.0,50.0,50.0,10.0,100.0,50.0,50.0,100.0,50.0,10.0,10.0,3.0,8.0,2.0,27000,324000,Standard Chartered,monthly,EMP8277,27000.0,32400.0,0.0,0.0,1200.0,0.0,2000.0,1000.0,0.0,Zatanna Zatara
1.0,Full-Time,46.90963223854882,3322754590859854336,Karnataka,Bengaluru,2019-02-02,6,False,11,Active,True,Ammy Brown,Ammy Brown,Marketing,White,L1,35,1989-08-18,USA,Male,He/Him,"fitness, coffee, football",,1.0,Social Media Coordinator,Vegetarian,2019-08-03,Unknown,,,0.0,Paid Leave,35.0,50.0,50.0,10.0,10.0,50.0,50.0,10.0,50.0,50.0,100.0,10.0,50.0,50.0,4.0,8.0,1.0,38500,462000,HSBC,monthly,EMP2323,38500.0,36960.0,9240.0,0.0,1200.0,600.0,2000.0,0.0,0.0,Harvey Dent
1.0,Full-Time,45.18636293162941,3322754846469128704,Karnataka,Bengaluru,2019-02-02,6,False,13,Active,True,ria Brown,ria Brown,Machine Learning,White,L1,36,1988-11-23,UK,Male,He/Him,"craft beer, chess",,2.0,ML Intern,Vegetarian,2019-08-03,Unknown,,,2.0,Paid Leave,28.0,50.0,50.0,100.0,100.0,100.0,10.0,10.0,50.0,50.0,100.0,10.0,10.0,10.0,5.0,4.0,4.0,42500,510000,HSBC,monthly,EMP4156,42500.0,51000.0,0.0,0.0,1200.0,600.0,4000.0,0.0,0.0,Stephanie Brown
1.0,Full-Time,38.448508476265424,3322755702853730816,West Bengal,Kolkata,2019-02-02,6,False,9,Active,True,ria Brown,ria Brown,Sales,White,L1,32,1992-02-11,UK,Female,She/Her,"coffee, fitness, cooking",,1.0,Sales Associate,Vegetarian,2019-08-03,Unknown,,,0.0,Paid Leave,30.0,50.0,50.0,10.0,10.0,50.0,10.0,10.0,50.0,50.0,100.0,50.0,10.0,10.0,6.0,6.0,1.0,34500,414000,HSBC,monthly,EMP67,34500.0,33120.0,8280.0,0.0,1200.0,0.0,2000.0,2000.0,0.0,Jim Gordon
1.0,Full-Time,36.04475096684194,3322756601600803328,Karnataka,Bengaluru,2019-02-02,6,False,13,Active,True,aquera Brown,aquera Brown,Sales,White,L3,37,1988-01-05,USA,Male,He/Him,"sports entertainment, football",,0.0,Sales Executive,Any,2019-08-03,Unknown,,,2.0,Paid Leave,27.0,50.0,50.0,100.0,100.0,10.0,10.0,10.0,50.0,50.0,100.0,10.0,10.0,10.0,6.0,4.0,3.0,47500,570000,HSBC,monthly,EMP9621,47500.0,45600.0,11400.0,0.0,1200.0,0.0,0.0,0.0,0.0,Arnold Flass
1.0,Full-Time,34.6527761715794,3323555228036366336,Karnataka,Bengaluru,2024-03-14,1,True,10,Active,True,Saira M Landry,Saira M Landry,Marketing,African American,L6,33,1991-07-26,USA,Male,He/Him,"sports entertainment, cooking, blogging",,1.0,Senior Marketing Manager,Any,2024-09-12,Unknown,,,1.0,Paid Leave,33.0,50.0,10.0,50.0,50.0,50.0,50.0,100.0,10.0,50.0,100.0,10.0,50.0,50.0,3.0,8.0,2.0,41500,498000,Standard Chartered,monthly,EMP1439,41500.0,49800.0,19920.0,29880.0,1200.0,0.0,2000.0,1000.0,0.0,Harleen Quinnzel
1.0,Full-Time,32.74308846162496,3323580901337596416,Karnataka,Bengaluru,2024-03-14,1,False,6,Active,True,Prince Norris,Prince Norris,UI/UX,African American,L3,27,1997-05-03,USA,Male,He/Him,"travelling, chess, sports entertainment",,0.0,UX Designer,Vegetarian,2024-09-12,Unknown,,,1.0,Paid Leave,36.0,100.0,100.0,50.0,50.0,10.0,50.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,1.0,4.0,8.0,26000,312000,Standard Chartered,monthly,EMP5557,26000.0,31200.0,0.0,0.0,1200.0,600.0,0.0,0.0,0.0,Richard Grayson
1.0,Full-Time,30.293967410899537,3323586077108732416,Karnataka,Bengaluru,2024-03-14,1,False,8,Active,True,Erik A Bauer,Erik A Bauer,UI/UX,White,L1,31,1993-06-15,UK,Male,He/Him,"theatres and movies, travelling",,0.0,Junior UX Designer,Any,2024-09-12,Unknown,,,1.0,Sick Leave,45.0,100.0,100.0,50.0,50.0,10.0,100.0,100.0,50.0,100.0,100.0,50.0,100.0,100.0,1.0,4.0,8.0,25000,300000,Standard Chartered,monthly,EMP6340,25000.0,30000.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,Tim Drake
1.0,Full-Time,35.0994817036591,3323590222515536384,West Bengal,Kolkata,2024-03-14,1,False,2,Active,True,Willow B Garrett,Willow B Garrett,Sales,African American,L1,23,2001-11-05,USA,Female,She/Her,"football, blogging",,2.0,Sales Associate,Vegetarian,2024-09-12,Unknown,,,1.0,Paid Leave,35.0,50.0,50.0,50.0,50.0,100.0,50.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,2.0,7.0,4.0,13000,156000,Standard Chartered,monthly,EMP8117,13000.0,12480.0,3120.0,0.0,1200.0,600.0,4000.0,2000.0,0.0,Arnold Flass
1.0,Full-Time,34.24207489588465,3323594568393294336,West Bengal,Kolkata,2024-03-14,1,False,3,Active,True,Callan Lowery,Callan Lowery,Platform,African American,L3,27,1997-12-15,USA,Female,She/Her,"fitness, coffee, football",,0.0,Backend Developer,Any,2024-09-12,Unknown,,,1.0,Paid Leave,31.0,100.0,50.0,50.0,50.0,10.0,50.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,1.0,5.0,7.0,20000,240000,Standard Chartered,monthly,EMP2000,20000.0,24000.0,0.0,0.0,1200.0,0.0,0.0,0.0,3000.0,Roy Harper
1.0,Full-Time,33.98767415512126,3323597687294525952,West Bengal,Kolkata,2024-03-14,1,True,7,Active,True,Katie A Hull,Katie A Hull,Finance & Admin,African American,L6,31,1993-05-30,USA,Female,She/Her,"coffee, fitness, cooking",,2.0,Senior Finance Manager,Any,2024-09-12,Unknown,,,1.0,Paid Leave,34.0,10.0,10.0,50.0,50.0,100.0,50.0,100.0,10.0,10.0,100.0,50.0,50.0,50.0,4.0,6.0,3.0,35500,426000,Standard Chartered,monthly,EMP3818,35500.0,42600.0,17040.0,25560.0,1200.0,0.0,4000.0,0.0,0.0,Victor Fries
1.0,Full-Time,30.957403987407883,3323601369985712640,Karnataka,Bengaluru,2024-03-14,1,False,6,Active,True,Ricky Lester,Ricky Lester,Machine Learning,White,L1,27,1997-03-30,Canada,Male,He/Him,"fitness, coffee, football",,2.0,ML Intern,Vegan,2024-09-12,Unknown,,,1.0,Sick Leave,43.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,2.0,6.0,5.0,21000,252000,Standard Chartered,monthly,EMP540,21000.0,25200.0,0.0,0.0,1200.0,0.0,4000.0,1000.0,3000.0,Cassandra Cain
1.0,Full-Time,31.727130418145514,3323605401466831360,West Bengal,Kolkata,2024-03-14,1,False,1,Active,True,Scarlett Dunn,Scarlett Dunn,Platform,African American,L1,23,2001-12-27,USA,Male,He/Him,"craft beer, blogging",,0.0,Junior Backend Developer,Vegetarian,2024-09-12,Unknown,,,1.0,Paid Leave,34.0,100.0,100.0,50.0,50.0,10.0,50.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,1.0,4.0,8.0,11000,132000,Standard Chartered,monthly,EMP4432,11000.0,13200.0,0.0,0.0,1200.0,600.0,0.0,1000.0,0.0,Damian Wayne
1.0,Full-Time,35.59539673057426,3324077462203138560,Karnataka,Bengaluru,2024-01-12,1,False,7,Active,True,aqu t,aqu t,Marketing,White,L1,28,1996-11-20,USA,Male,He/Him,"football, blogging",,0.0,Social Media Coordinator,Vegetarian,2024-07-12,Unknown,,,1.0,Sick Leave,50.0,50.0,50.0,50.0,50.0,10.0,100.0,100.0,50.0,50.0,100.0,100.0,50.0,50.0,1.0,8.0,4.0,23000,276000,Standard Chartered,monthly,EMP6826,23000.0,22080.0,5520.0,0.0,1200.0,600.0,0.0,0.0,0.0,Pamela Isley
1.0,Full-Time,34.232707930304926,3324118388208304640,West Bengal,Kolkata,2024-01-12,1,False,9,Active,True,aqu t,aqu t,IT,Asian,L1,32,1992-11-29,India,Female,She/Her,"travelling, chess, sports entertainment",,0.0,IT Support,Any,2024-07-12,Unknown,,,1.0,Sick Leave,49.0,50.0,100.0,50.0,50.0,10.0,100.0,100.0,50.0,50.0,100.0,50.0,50.0,50.0,1.0,8.0,4.0,27000,324000,Standard Chartered,monthly,EMP2548,27000.0,32400.0,0.0,0.0,1200.0,0.0,0.0,0.0,3000.0,Hal Jordan
1.0,Full-Time,34.10969082855312,3324150943070552576,Karnataka,Bengaluru,2024-01-12,1,False,5,Active,True,aqu t,aqu t,Machine Learning,African American,L3,29,1995-05-18,USA,Male,He/Him,"craft beer, blogging",,1.0,Data Analyst,Any,2024-07-12,Unknown,,,1.0,Paid Leave,28.0,50.0,50.0,50.0,50.0,50.0,10.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,3.0,7.0,3.0,24000,288000,Standard Chartered,monthly,EMP8345,24000.0,28800.0,0.0,0.0,1200.0,600.0,2000.0,0.0,0.0,Stephanie Brown
1.0,Full-Time,33.12001403626522,3324151269991383552,Karnataka,Bengaluru,2024-01-12,1,False,10,Active,True,aqu t,aqu t,Platform,White,L1,33,1991-05-07,USA,Female,She/Her,"travelling, chess, sports entertainment",,0.0,Junior Backend Developer,Any,2024-07-12,Unknown,,,1.0,Paid Leave,29.0,100.0,100.0,50.0,50.0,10.0,10.0,100.0,50.0,100.0,100.0,10.0,100.0,100.0,3.0,3.0,7.0,29000,348000,Standard Chartered,monthly,EMP1105,29000.0,34800.0,0.0,0.0,1200.0,0.0,0.0,1000.0,0.0,Roy Harper
1.0,Full-Time,32.808109133236,3324223673946079744,Karnataka,Bengaluru,2024-03-01,1,False,4,Active,True,Tiffney Marie Swan,Tiffney Marie Swan,Machine Learning,White,L2,28,1996-04-21,Canada,Male,He/Him,"sports entertainment, football",,0.0,Data Scientist,Any,2024-08-30,Unknown,,,1.0,Paid Leave,31.0,50.0,10.0,50.0,50.0,10.0,50.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,4.0,6.0,3.0,19500,234000,Standard Chartered,monthly,EMP5594,19500.0,23400.0,0.0,0.0,1200.0,0.0,0.0,1000.0,3000.0,Cassandra Cain
1.0,Full-Time,38.30646840854334,3324243202222850560,Karnataka,Bengaluru,2019-02-02,6,False,12,Active,True,Ammy Brown,Ammy Brown,UI/UX,White,L3,36,1988-04-23,Canada,Female,She/Her,"coffee, fitness, cooking",,1.0,UX Designer,Any,2019-08-03,Unknown,,,1.0,Paid Leave,33.0,100.0,100.0,50.0,50.0,50.0,50.0,10.0,50.0,100.0,100.0,10.0,100.0,100.0,2.0,5.0,6.0,45500,546000,HSBC,monthly,EMP6015,45500.0,54600.0,0.0,0.0,1200.0,0.0,2000.0,0.0,0.0,Tim Drake
1.0,Full-Time,46.274162617597746,3324243331214475776,Karnataka,Bengaluru,2019-02-02,6,False,7,Active,True,Joy may Marie,Joy8 Marie8,IT,African American,L1,29,1995-05-12,USA,Male,He/Him,"coffee, fitness, cooking","pilates,yoga,craft beer",2.0,IT Support,Any,2019-08-03,Unknown,,,0.0,Unpaid Leave,39.0,50.0,100.0,10.0,10.0,100.0,50.0,10.0,50.0,50.0,100.0,100.0,50.0,50.0,3.0,6.0,4.0,30500,366000,HSBC,monthly,EMP7530,30500.0,36600.0,0.0,0.0,1200.0,0.0,4000.0,0.0,3000.0,Jon Stewart
1.0,Full-Time,45.8211093931732,3324250772194984960,Karnataka,Bengaluru,2015-03-03,10,True,14,Active,True,Mason Atkinson,Mason Atkinson,Sales,White,L6,35,1989-08-04,Canada,Female,She/Her,"travelling, chess, sports entertainment",,0.0,Senior Sales Manager,Any,2015-09-01,Unknown,,,0.0,Bereavement Leave,46.0,50.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0,50.0,100.0,10.0,10.0,10.0,9.0,2.0,2.0,63000,756000,HSBC,monthly,EMP7082,63000.0,75600.0,30240.0,45360.0,1200.0,0.0,0.0,0.0,3000.0,Harvey Bullock
1.0,Full-Time,44.950937073559174,3324280048109748224,Karnataka,Bengaluru,2015-05-01,9,True,13,Active,True,Abhinav Khare,Abhinav Khare,UI/UX,African American,L5,35,1989-08-16,USA,Male,He/Him,"fitness, coffee, football",,0.0,UI/UX Manager,Vegetarian,2015-10-30,Unknown,,,3.0,Sick Leave,43.0,100.0,50.0,100.0,100.0,10.0,100.0,10.0,10.0,100.0,100.0,10.0,100.0,100.0,4.0,1.0,8.0,57000,684000,HSBC,monthly,EMP1260,57000.0,68400.0,27360.0,41040.0,1200.0,0.0,0.0,0.0,0.0,Barabara Gordon
1.0,Full-Time,39.352021196104054,3324283930047152128,West Bengal,Kolkata,2015-05-01,9,True,18,Active,True,Abhi Khare,Abhi Khare,Machine Learning,White,L6,41,1983-09-09,USA,Female,She/Her,"theatres and movies, travelling",,0.0,Principal Data Scientist,Any,2015-10-30,Unknown,,,0.0,Unpaid Leave,37.0,50.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,50.0,100.0,10.0,10.0,10.0,9.0,3.0,1.0,69500,834000,HSBC,monthly,EMP3750,69500.0,83400.0,33360.0,50040.0,1200.0,0.0,0.0,0.0,3000.0,Stephanie Brown
1.0,Full-Time,46.04354865420912,3324386200382342144,West Bengal,Kolkata,2015-05-01,9,True,14,Active,True,Ruben Samuel,Ruben Samuel,Marketing,Asian,L7,35,1989-03-24,India,Female,She/Her,"coffee, fitness, cooking",,1.0,Chief Marketing Officer,Any,2015-10-30,Unknown,,,0.0,Sick Leave,51.0,50.0,10.0,10.0,10.0,50.0,100.0,10.0,10.0,50.0,100.0,10.0,50.0,50.0,6.0,5.0,2.0,64000,768000,HSBC,monthly,EMP2375,64000.0,76800.0,30720.0,46080.0,1200.0,600.0,2000.0,1000.0,0.0,Harleen Quinnzel
1.0,Full-Time,42.59561072908696,3326319077911166976,West Bengal,Kolkata,2019-02-02,6,True,8,Active,True,aquera Brown,aquera Brown,Marketing,White,L7,31,1993-07-10,USA,Male,He/Him,"coffee, fitness, cooking",,1.0,Chief Marketing Officer,Any,2019-08-03,Unknown,,,0.0,Paid Leave,28.0,50.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,50.0,100.0,50.0,50.0,50.0,6.0,6.0,1.0,47500,570000,HSBC,monthly,EMP4990,47500.0,57000.0,22800.0,34200.0,1200.0,0.0,2000.0,0.0,3000.0,Harleen Quinnzel
1.0,Full-Time,47.02325049339799,3326320057180487680,Karnataka,Bengaluru,2019-02-02,6,False,14,Active,True,ria bk,ria bk,Platform,White,L1,38,1986-05-25,USA,Female,She/Her,"football, blogging",,2.0,Junior Backend Developer,Any,2019-08-03,Unknown,,,0.0,Paid Leave,36.0,100.0,100.0,10.0,10.0,100.0,50.0,10.0,50.0,100.0,100.0,10.0,100.0,100.0,4.0,2.0,7.0,44500,534000,HSBC,monthly,EMP5873,44500.0,53400.0,0.0,0.0,1200.0,0.0,4000.0,2000.0,0.0,Damian Wayne
1.0,Full-Time,37.16820788706779,3326321964766724096,Karnataka,Bengaluru,2019-02-02,6,False,6,Active,True,ria bk,ria bk,Sales,White,L2,27,1997-12-31,UK,Male,He/Him,"travelling, chess, sports entertainment",,1.0,Sales Representative,Any,2019-08-03,Unknown,,,0.0,Unpaid Leave,38.0,50.0,10.0,10.0,10.0,50.0,50.0,10.0,50.0,50.0,100.0,100.0,10.0,10.0,6.0,5.0,2.0,31000,372000,HSBC,monthly,EMP4403,31000.0,29760.0,7440.0,0.0,1200.0,600.0,2000.0,1000.0,0.0,Jim Gordon
1.0,Full-Time,44.81609794919226,3326322134526984192,Haryana,Gurgaon,2019-02-02,6,False,12,Active,True,ria bk,ria bk,Platform,White,L2,36,1988-12-28,USA,Male,He/Him,"theatres and movies, travelling",,0.0,Platform Engineer,Vegan,2019-08-03,Unknown,,,2.0,Sick Leave,44.0,100.0,50.0,100.0,100.0,10.0,100.0,10.0,50.0,100.0,100.0,10.0,100.0,100.0,3.0,2.0,8.0,43000,516000,HSBC,monthly,EMP6685,43000.0,51600.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,Duke Thomas
1.0,Full-Time,37.34280572483152,3326322376236335104,Karnataka,Bengaluru,2019-02-02,6,False,9,Active,True,ria bk,ria bk,Platform,White,L1,30,1994-06-15,UK,Female,She/Her,"coffee, fitness, cooking",,0.0,Junior Backend Developer,Any,2019-08-03,Unknown,,,0.0,Sick Leave,50.0,100.0,100.0,10.0,10.0,10.0,100.0,10.0,50.0,100.0,100.0,50.0,100.0,100.0,4.0,2.0,7.0,34500,414000,HSBC,monthly,EMP205,34500.0,41400.0,0.0,0.0,1200.0,0.0,0.0,0.0,3000.0,Damian Wayne
1.0,Full-Time,40.40663132970364,3326322960687431680,Haryana,Gurgaon,2019-02-02,6,False,6,Active,True,ria bk,ria bk,Customer Service,White,L1,29,1995-11-29,Canada,Male,He/Him,"theatres and movies, travelling",,0.0,Customer Service Associate,Any,2019-08-03,Unknown,,,1.0,Paid Leave,36.0,50.0,50.0,50.0,50.0,10.0,50.0,10.0,50.0,50.0,100.0,100.0,10.0,10.0,4.0,7.0,2.0,28500,342000,HSBC,monthly,EMP9191,28500.0,34200.0,0.0,0.0,1200.0,600.0,0.0,0.0,0.0,Selina Kyle
1.0,Full-Time,36.33745295332658,3327023937879015936,Karnataka,Bengaluru,2019-02-02,6,False,6,Active,True,Ammy Brown,Ammy Brown,Marketing,White,L1,27,1997-08-31,USA,Male,He/Him,"coffee, fitness, cooking",,1.0,Social Media Coordinator,Any,2019-08-03,Unknown,,,2.0,Paid Leave,33.0,50.0,50.0,100.0,100.0,50.0,50.0,10.0,50.0,50.0,100.0,100.0,50.0,50.0,1.0,8.0,4.0,28500,342000,HSBC,monthly,EMP9753,28500.0,27360.0,6840.0,0.0,1200.0,600.0,2000.0,0.0,0.0,Harleen Quinnzel
1.0,Full-Time,45.392490322781995,3327024044850545152,West Bengal,Kolkata,2019-02-02,6,False,7,Active,True,Joy may Marie,Joy8 Marie8,Human Resources,White,L2,28,1996-12-11,Canada,Female,She/Her,"coffee, fitness, cooking","pilates,yoga,craft beer",2.0,Recruiter,Any,2019-08-03,Unknown,,,0.0,Paid Leave,29.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0,50.0,10.0,100.0,100.0,10.0,10.0,9.0,1.0,3.0,33000,396000,HSBC,monthly,EMP8668,33000.0,39600.0,0.0,0.0,1200.0,0.0,4000.0,0.0,0.0,Joe Karr
1.0,Full-Time,40.051948873240775,3327030644092961280,Karnataka,Bengaluru,2019-02-02,6,False,11,Active,True,Ammy Brown,Ammy Brown,Finance & Admin,White,L1,33,1991-04-02,USA,Male,He/Him,"theatres and movies, travelling",,0.0,Accounts Associate,Any,2019-08-03,Unknown,,,1.0,Paid Leave,30.0,10.0,50.0,50.0,50.0,10.0,10.0,10.0,50.0,10.0,100.0,10.0,50.0,50.0,6.0,6.0,1.0,38500,462000,HSBC,monthly,EMP4073,38500.0,46200.0,0.0,0.0,1200.0,0.0,0.0,1000.0,0.0,Victor Fries
1.0,Full-Time,38.881209036928816,3327030747197342208,West Bengal,Kolkata,2019-02-02,6,True,11,Active,True,Joy may Marie,Joy8 Marie8,Platform,White,L4,35,1989-02-18,USA,Female,She/Her,"travelling, chess, sports entertainment","pilates,yoga,craft beer",0.0,System Architect,Any,2019-08-03,Unknown,,,2.0,Paid Leave,31.0,100.0,10.0,100.0,100.0,10.0,50.0,10.0,10.0,100.0,100.0,10.0,100.0,100.0,5.0,1.0,7.0,46000,552000,HSBC,monthly,EMP7495,46000.0,55200.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,Damian Wayne
1.0,Full-Time,45.21963049891664,3327042940945039872,Karnataka,Bengaluru,2014-11-20,10,True,12,Active,True,Niall Francis,Niall Francis,Platform,White,L3,34,1990-02-04,USA,Male,He/Him,"coffee, fitness, cooking",,0.0,Backend Developer,Any,2015-05-21,Unknown,,,0.0,Sick Leave,49.0,100.0,50.0,10.0,10.0,10.0,100.0,10.0,10.0,100.0,100.0,10.0,100.0,100.0,6.0,1.0,6.0,51500,618000,HSBC,monthly,EMP8507,51500.0,61800.0,0.0,0.0,1200.0,600.0,0.0,1000.0,0.0,Damian Wayne
1.0,Full-Time,37.61446750616538,3327075898242368512,West Bengal,Kolkata,2019-02-02,6,False,11,Active,True,Ammy Brown,Ammy Brown,Machine Learning,White,L3,34,1991-01-04,Canada,Male,He/Him,"theatres and movies, travelling",,1.0,Data Analyst,Any,2019-08-03,Unknown,,,0.0,Paid Leave,36.0,50.0,50.0,10.0,10.0,50.0,50.0,10.0,50.0,50.0,100.0,10.0,10.0,10.0,6.0,6.0,1.0,43500,522000,HSBC,monthly,EMP6672,43500.0,52200.0,0.0,0.0,1200.0,600.0,2000.0,0.0,0.0,Cassandra Cain
1.0,Full-Time,36.29566737018237,3327075998360404992,West Bengal,Kolkata,2019-02-02,6,False,11,Active,True,Joy may Marie,Joy8 Marie8,UI/UX,White,L1,33,1991-08-31,USA,Female,She/Her,"coffee, fitness, cooking","pilates,yoga,craft beer",0.0,Junior UX Designer,Any,2019-08-03,Unknown,,,0.0,Sick Leave,50.0,100.0,100.0,10.0,10.0,10.0,100.0,10.0,50.0,100.0,100.0,10.0,100.0,100.0,5.0,1.0,7.0,38500,462000,HSBC,monthly,EMP9023,38500.0,46200.0,0.0,0.0,1200.0,0.0,0.0,1000.0,0.0,Richard Grayson
1.0,Full-Time,39.83589895628448,3327091154872173568,Karnataka,Bengaluru,2015-02-16,10,True,12,Active,True,Sandra Canavan,Sandra Canavan,Platform,White,L6,34,1990-10-17,USA,Male,He/Him,"fitness, coffee, football",,1.0,Platform Director,Any,2015-08-17,Unknown,,,0.0,Sick Leave,44.0,100.0,10.0,10.0,10.0,50.0,100.0,10.0,10.0,100.0,100.0,10.0,100.0,100.0,6.0,1.0,6.0,59000,708000,HSBC,monthly,EMP6295,59000.0,70800.0,28320.0,42480.0,1200.0,600.0,2000.0,0.0,0.0,Connor Hawke
